date;dish_name;quantity
01/01/2015;The Hawaiian Pizza;1
01/01/2015;The Italian Capocollo Pizza;1
01/01/2015;The Italian Supreme Pizza;1
01/01/2015;The Four Cheese Pizza;1
01/01/2015;The Southwest Chicken Pizza;1
01/01/2015;The Four Cheese Pizza;1
01/01/2015;The Green Garden Pizza;1
01/01/2015;The Big Meat Pizza;1
01/01/2015;The Five Cheese Pizza;1
01/01/2015;The Mexicana Pizza;1
01/01/2015;The Pepper Salami Pizza;1
01/01/2015;The Chicken Alfredo Pizza;1
01/01/2015;The Italian Supreme Pizza;1
01/01/2015;The Pepper Salami Pizza;1
01/01/2015;The Spinach Pesto Pizza;1
01/01/2015;The Four Cheese Pizza;1
01/01/2015;The Hawaiian Pizza;1
01/01/2015;The Thai Chicken Pizza;1
01/01/2015;The Chicken Pesto Pizza;1
01/01/2015;The Classic Deluxe Pizza;1
01/01/2015;The Thai Chicken Pizza;1
01/01/2015;The Southwest Chicken Pizza;1
01/01/2015;The Vegetables + Vegetables Pizza;1
01/01/2015;The Chicken Pesto Pizza;1
01/01/2015;The Green Garden Pizza;1
01/01/2015;The Prosciutto and Arugula Pizza;1
01/01/2015;The Spicy Italian Pizza;1
01/01/2015;The Sicilian Pizza;1
01/01/2015;The Greek Pizza;1
01/01/2015;The Barbecue Chicken Pizza;1
01/01/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
01/01/2015;The Hawaiian Pizza;1
01/01/2015;The Mexicana Pizza;1
01/01/2015;The Spicy Italian Pizza;1
01/01/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
01/01/2015;The Spinach Supreme Pizza;1
01/01/2015;The Prosciutto and Arugula Pizza;1
01/01/2015;The Thai Chicken Pizza;1
01/01/2015;The Pepper Salami Pizza;1
01/01/2015;The Spicy Italian Pizza;1
01/01/2015;The Classic Deluxe Pizza;1
01/01/2015;The Mediterranean Pizza;1
01/01/2015;The Southwest Chicken Pizza;1
01/01/2015;The Classic Deluxe Pizza;1
01/01/2015;The Five Cheese Pizza;1
01/01/2015;The Pepperoni Pizza;1
01/01/2015;The Italian Vegetables Pizza;1
01/01/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
01/01/2015;The Pepperoni Pizza;1
01/01/2015;The Chicken Pesto Pizza;1
01/01/2015;The Four Cheese Pizza;1
01/01/2015;The Barbecue Chicken Pizza;1
01/01/2015;The Italian Supreme Pizza;1
01/01/2015;The Barbecue Chicken Pizza;1
01/01/2015;The Spinach Supreme Pizza;1
01/01/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
01/01/2015;The Big Meat Pizza;1
01/01/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
01/01/2015;The Sicilian Pizza;1
01/01/2015;The Spicy Italian Pizza;1
01/01/2015;The Spinach Supreme Pizza;1
01/01/2015;The Classic Deluxe Pizza;1
01/01/2015;The Italian Capocollo Pizza;1
01/01/2015;The Southwest Chicken Pizza;1
01/01/2015;The Classic Deluxe Pizza;1
01/01/2015;The Italian Supreme Pizza;1
01/01/2015;The Italian Supreme Pizza;1
01/01/2015;The Barbecue Chicken Pizza;1
02/01/2015;The Italian Vegetables Pizza;1
02/01/2015;The Soppressata Pizza;1
02/01/2015;The Thai Chicken Pizza;1
02/01/2015;The Spinach and Feta Pizza;1
02/01/2015;The Thai Chicken Pizza;1
02/01/2015;The Five Cheese Pizza;1
02/01/2015;The Mexicana Pizza;1
02/01/2015;The Spinach Pesto Pizza;1
02/01/2015;The Spinach Supreme Pizza;1
02/01/2015;The Italian Supreme Pizza;1
02/01/2015;The Mediterranean Pizza;1
02/01/2015;The Napolitana Pizza;1
02/01/2015;The Big Meat Pizza;1
02/01/2015;The Hawaiian Pizza;1
02/01/2015;The Italian Vegetables Pizza;1
02/01/2015;The Spicy Italian Pizza;1
02/01/2015;The Barbecue Chicken Pizza;1
02/01/2015;The Hawaiian Pizza;1
02/01/2015;The Big Meat Pizza;1
02/01/2015;The Classic Deluxe Pizza;1
02/01/2015;The Four Cheese Pizza;1
02/01/2015;The Italian Capocollo Pizza;1
02/01/2015;The Spicy Italian Pizza;3
02/01/2015;The Thai Chicken Pizza;1
02/01/2015;The Italian Capocollo Pizza;1
02/01/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
02/01/2015;The Thai Chicken Pizza;1
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The Thai Chicken Pizza;1
02/01/2015;The Thai Chicken Pizza;1
02/01/2015;The Big Meat Pizza;1
02/01/2015;The California Chicken Pizza;1
02/01/2015;The Spicy Italian Pizza;1
02/01/2015;The Vegetables + Vegetables Pizza;1
02/01/2015;The Southwest Chicken Pizza;1
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The Classic Deluxe Pizza;1
02/01/2015;The Classic Deluxe Pizza;1
02/01/2015;The Italian Supreme Pizza;1
02/01/2015;The Greek Pizza;1
02/01/2015;The Hawaiian Pizza;1
02/01/2015;The Italian Capocollo Pizza;1
02/01/2015;The Mexicana Pizza;1
02/01/2015;The Spinach Supreme Pizza;1
02/01/2015;The Spinach Supreme Pizza;1
02/01/2015;The Five Cheese Pizza;1
02/01/2015;The Soppressata Pizza;1
02/01/2015;The Thai Chicken Pizza;1
02/01/2015;The Sicilian Pizza;1
02/01/2015;The Thai Chicken Pizza;1
02/01/2015;The Barbecue Chicken Pizza;2
02/01/2015;The Chicken Pesto Pizza;1
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The Barbecue Chicken Pizza;1
02/01/2015;The Italian Supreme Pizza;1
02/01/2015;The Italian Supreme Pizza;1
02/01/2015;The Italian Vegetables Pizza;1
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The Pepper Salami Pizza;1
02/01/2015;The Spinach and Feta Pizza;1
02/01/2015;The Spinach Supreme Pizza;1
02/01/2015;The Greek Pizza;2
02/01/2015;The Sicilian Pizza;1
02/01/2015;The Italian Capocollo Pizza;1
02/01/2015;The Southwest Chicken Pizza;1
02/01/2015;The Napolitana Pizza;1
02/01/2015;The Pepper Salami Pizza;1
02/01/2015;The Napolitana Pizza;1
02/01/2015;The Big Meat Pizza;1
02/01/2015;The Classic Deluxe Pizza;1
02/01/2015;The Napolitana Pizza;1
02/01/2015;The Italian Supreme Pizza;1
02/01/2015;The Hawaiian Pizza;1
02/01/2015;The California Chicken Pizza;1
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The Soppressata Pizza;1
02/01/2015;The Spicy Italian Pizza;1
02/01/2015;The Barbecue Chicken Pizza;1
02/01/2015;The Prosciutto and Arugula Pizza;1
02/01/2015;The Spinach Supreme Pizza;1
02/01/2015;The Barbecue Chicken Pizza;1
02/01/2015;The Chicken Alfredo Pizza;1
02/01/2015;The Italian Vegetables Pizza;1
02/01/2015;The Vegetables + Vegetables Pizza;1
02/01/2015;The Hawaiian Pizza;2
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The Prosciutto and Arugula Pizza;1
02/01/2015;The Mexicana Pizza;1
02/01/2015;The Spicy Italian Pizza;1
02/01/2015;The California Chicken Pizza;1
02/01/2015;The Italian Supreme Pizza;1
02/01/2015;The Spicy Italian Pizza;1
02/01/2015;The Vegetables + Vegetables Pizza;1
02/01/2015;The Classic Deluxe Pizza;1
02/01/2015;The Hawaiian Pizza;1
02/01/2015;The Spinach Supreme Pizza;1
02/01/2015;The Italian Capocollo Pizza;1
02/01/2015;The Italian Supreme Pizza;1
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The Prosciutto and Arugula Pizza;1
02/01/2015;The Big Meat Pizza;1
02/01/2015;The Napolitana Pizza;1
02/01/2015;The Soppressata Pizza;1
02/01/2015;The Spicy Italian Pizza;1
02/01/2015;The California Chicken Pizza;1
02/01/2015;The Five Cheese Pizza;1
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The Spinach Pesto Pizza;1
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The California Chicken Pizza;1
02/01/2015;The Mexicana Pizza;1
02/01/2015;The Southwest Chicken Pizza;1
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The Sicilian Pizza;1
02/01/2015;The Big Meat Pizza;1
02/01/2015;The Napolitana Pizza;1
02/01/2015;The Thai Chicken Pizza;1
02/01/2015;The Five Cheese Pizza;1
02/01/2015;The Pepper Salami Pizza;1
02/01/2015;The Sicilian Pizza;1
02/01/2015;The Prosciutto and Arugula Pizza;1
02/01/2015;The Spinach and Feta Pizza;1
02/01/2015;The Four Cheese Pizza;1
02/01/2015;The Classic Deluxe Pizza;1
02/01/2015;The Hawaiian Pizza;1
02/01/2015;The Spinach and Feta Pizza;1
02/01/2015;The Barbecue Chicken Pizza;1
02/01/2015;The Four Cheese Pizza;1
02/01/2015;The Sicilian Pizza;1
02/01/2015;The Southwest Chicken Pizza;1
02/01/2015;The Italian Supreme Pizza;1
02/01/2015;The Italian Capocollo Pizza;1
02/01/2015;The Barbecue Chicken Pizza;1
02/01/2015;The Sicilian Pizza;1
02/01/2015;The Spicy Italian Pizza;1
02/01/2015;The Greek Pizza;1
02/01/2015;The Greek Pizza;1
02/01/2015;The Vegetables + Vegetables Pizza;1
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The Spicy Italian Pizza;1
02/01/2015;The Big Meat Pizza;1
02/01/2015;The Greek Pizza;1
02/01/2015;The Hawaiian Pizza;1
02/01/2015;The Italian Capocollo Pizza;1
02/01/2015;The Mexicana Pizza;1
02/01/2015;The Southwest Chicken Pizza;1
02/01/2015;The Chicken Pesto Pizza;1
02/01/2015;The Five Cheese Pizza;1
02/01/2015;The Green Garden Pizza;1
02/01/2015;The Spinach Supreme Pizza;1
02/01/2015;The Pepperoni Pizza;1
02/01/2015;The Barbecue Chicken Pizza;1
02/01/2015;The Hawaiian Pizza;1
02/01/2015;The Greek Pizza;1
02/01/2015;The Big Meat Pizza;1
02/01/2015;The Southwest Chicken Pizza;1
02/01/2015;The Spinach Supreme Pizza;1
02/01/2015;The Vegetables + Vegetables Pizza;1
02/01/2015;The Five Cheese Pizza;1
02/01/2015;The Pepper Salami Pizza;1
03/01/2015;The Mediterranean Pizza;1
03/01/2015;The Pepperoni Pizza;1
03/01/2015;The Spicy Italian Pizza;1
03/01/2015;The California Chicken Pizza;1
03/01/2015;The Four Cheese Pizza;1
03/01/2015;The Italian Vegetables Pizza;1
03/01/2015;The Sicilian Pizza;1
03/01/2015;The Five Cheese Pizza;1
03/01/2015;The Prosciutto and Arugula Pizza;1
03/01/2015;The Vegetables + Vegetables Pizza;1
03/01/2015;The Classic Deluxe Pizza;1
03/01/2015;The Green Garden Pizza;1
03/01/2015;The California Chicken Pizza;1
03/01/2015;The Classic Deluxe Pizza;1
03/01/2015;The Hawaiian Pizza;1
03/01/2015;The Mexicana Pizza;1
03/01/2015;The Pepperoni Pizza;1
03/01/2015;The Prosciutto and Arugula Pizza;1
03/01/2015;The Thai Chicken Pizza;1
03/01/2015;The Vegetables + Vegetables Pizza;1
03/01/2015;The Barbecue Chicken Pizza;3
03/01/2015;The Big Meat Pizza;1
03/01/2015;The California Chicken Pizza;1
03/01/2015;The Chicken Pesto Pizza;1
03/01/2015;The Five Cheese Pizza;1
03/01/2015;The Four Cheese Pizza;1
03/01/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
03/01/2015;The Southwest Chicken Pizza;1
03/01/2015;The Southwest Chicken Pizza;1
03/01/2015;The Spicy Italian Pizza;1
03/01/2015;The Thai Chicken Pizza;1
03/01/2015;The Vegetables + Vegetables Pizza;1
03/01/2015;The Greek Pizza;1
03/01/2015;The California Chicken Pizza;1
03/01/2015;The Four Cheese Pizza;1
03/01/2015;The Hawaiian Pizza;1
03/01/2015;The Greek Pizza;1
03/01/2015;The Mediterranean Pizza;1
03/01/2015;The Spinach and Feta Pizza;1
03/01/2015;The Pepperoni Pizza;1
03/01/2015;The Southwest Chicken Pizza;1
03/01/2015;The Spinach Supreme Pizza;1
03/01/2015;The Hawaiian Pizza;1
03/01/2015;The Spinach and Feta Pizza;1
03/01/2015;The Thai Chicken Pizza;1
03/01/2015;The Greek Pizza;1
03/01/2015;The Mexicana Pizza;1
03/01/2015;The Prosciutto and Arugula Pizza;1
03/01/2015;The Chicken Pesto Pizza;1
03/01/2015;The Napolitana Pizza;1
03/01/2015;The Pepperoni Pizza;1
03/01/2015;The Pepper Salami Pizza;1
03/01/2015;The Napolitana Pizza;1
03/01/2015;The Thai Chicken Pizza;1
03/01/2015;The Italian Supreme Pizza;1
03/01/2015;The Mediterranean Pizza;1
03/01/2015;The Sicilian Pizza;1
03/01/2015;The Spinach Pesto Pizza;1
03/01/2015;The Italian Vegetables Pizza;1
03/01/2015;The Thai Chicken Pizza;1
03/01/2015;The Four Cheese Pizza;1
03/01/2015;The Thai Chicken Pizza;1
03/01/2015;The Classic Deluxe Pizza;1
03/01/2015;The Hawaiian Pizza;1
03/01/2015;The Spicy Italian Pizza;1
03/01/2015;The Greek Pizza;1
03/01/2015;The Big Meat Pizza;1
03/01/2015;The Hawaiian Pizza;1
03/01/2015;The Pepperoni Pizza;1
03/01/2015;The Greek Pizza;1
03/01/2015;The California Chicken Pizza;1
03/01/2015;The Pepperoni Pizza;1
03/01/2015;The Prosciutto and Arugula Pizza;1
03/01/2015;The Prosciutto and Arugula Pizza;1
03/01/2015;The Barbecue Chicken Pizza;1
03/01/2015;The Italian Supreme Pizza;1
03/01/2015;The Pepperoni Pizza;1
03/01/2015;The Big Meat Pizza;1
03/01/2015;The Vegetables + Vegetables Pizza;1
03/01/2015;The Four Cheese Pizza;1
03/01/2015;The Italian Capocollo Pizza;1
03/01/2015;The Sicilian Pizza;1
03/01/2015;The Hawaiian Pizza;1
03/01/2015;The Napolitana Pizza;1
03/01/2015;The Napolitana Pizza;1
03/01/2015;The Spinach Supreme Pizza;1
03/01/2015;The Thai Chicken Pizza;1
03/01/2015;The California Chicken Pizza;1
03/01/2015;The Classic Deluxe Pizza;1
03/01/2015;The Vegetables + Vegetables Pizza;1
03/01/2015;The Big Meat Pizza;1
03/01/2015;The California Chicken Pizza;1
03/01/2015;The California Chicken Pizza;1
03/01/2015;The Italian Capocollo Pizza;1
03/01/2015;The Italian Supreme Pizza;1
03/01/2015;The California Chicken Pizza;1
03/01/2015;The Pepper Salami Pizza;1
03/01/2015;The Napolitana Pizza;1
03/01/2015;The Thai Chicken Pizza;1
03/01/2015;The Pepper Salami Pizza;1
03/01/2015;The Hawaiian Pizza;1
03/01/2015;The Sicilian Pizza;1
03/01/2015;The Vegetables + Vegetables Pizza;1
03/01/2015;The Classic Deluxe Pizza;1
03/01/2015;The Prosciutto and Arugula Pizza;1
03/01/2015;The Mexicana Pizza;1
03/01/2015;The Brie Carre Pizza;1
03/01/2015;The Pepper Salami Pizza;1
03/01/2015;The Napolitana Pizza;1
03/01/2015;The Spinach Pesto Pizza;1
03/01/2015;The Spinach Pesto Pizza;1
03/01/2015;The Hawaiian Pizza;1
03/01/2015;The Sicilian Pizza;1
03/01/2015;The Spinach Pesto Pizza;1
03/01/2015;The Mexicana Pizza;1
03/01/2015;The Southwest Chicken Pizza;1
03/01/2015;The Spinach Pesto Pizza;1
03/01/2015;The Thai Chicken Pizza;1
03/01/2015;The Five Cheese Pizza;1
03/01/2015;The Spinach Pesto Pizza;1
03/01/2015;The Five Cheese Pizza;1
03/01/2015;The Pepperoni Pizza;1
03/01/2015;The Pepper Salami Pizza;1
03/01/2015;The Big Meat Pizza;2
03/01/2015;The Thai Chicken Pizza;1
03/01/2015;The Barbecue Chicken Pizza;1
03/01/2015;The Four Cheese Pizza;1
03/01/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
03/01/2015;The Prosciutto and Arugula Pizza;1
03/01/2015;The California Chicken Pizza;1
03/01/2015;The Chicken Alfredo Pizza;1
03/01/2015;The Sicilian Pizza;1
03/01/2015;The Southwest Chicken Pizza;1
03/01/2015;The Big Meat Pizza;1
03/01/2015;The California Chicken Pizza;1
03/01/2015;The Chicken Alfredo Pizza;2
03/01/2015;The Barbecue Chicken Pizza;1
03/01/2015;The Barbecue Chicken Pizza;1
03/01/2015;The Sicilian Pizza;1
03/01/2015;The Spicy Italian Pizza;1
03/01/2015;The Vegetables + Vegetables Pizza;1
03/01/2015;The Four Cheese Pizza;1
03/01/2015;The Italian Capocollo Pizza;1
03/01/2015;The Italian Vegetables Pizza;1
03/01/2015;The Soppressata Pizza;1
03/01/2015;The Big Meat Pizza;1
03/01/2015;The Chicken Alfredo Pizza;1
03/01/2015;The Chicken Alfredo Pizza;1
03/01/2015;The Greek Pizza;1
03/01/2015;The Calabrese Pizza;1
03/01/2015;The Chicken Pesto Pizza;1
03/01/2015;The Italian Supreme Pizza;1
03/01/2015;The Greek Pizza;1
03/01/2015;The California Chicken Pizza;1
04/01/2015;The California Chicken Pizza;1
04/01/2015;The Italian Vegetables Pizza;1
04/01/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
04/01/2015;The Greek Pizza;1
04/01/2015;The Spicy Italian Pizza;1
04/01/2015;The California Chicken Pizza;1
04/01/2015;The Chicken Alfredo Pizza;1
04/01/2015;The Prosciutto and Arugula Pizza;1
04/01/2015;The Napolitana Pizza;1
04/01/2015;The Pepperoni Pizza;1
04/01/2015;The Spicy Italian Pizza;1
04/01/2015;The Spicy Italian Pizza;1
04/01/2015;The Barbecue Chicken Pizza;1
04/01/2015;The Barbecue Chicken Pizza;1
04/01/2015;The Chicken Alfredo Pizza;1
04/01/2015;The Pepperoni Pizza;1
04/01/2015;The Greek Pizza;1
04/01/2015;The California Chicken Pizza;1
04/01/2015;The Spinach and Feta Pizza;1
04/01/2015;The Pepperoni Pizza;1
04/01/2015;The Italian Capocollo Pizza;1
04/01/2015;The Four Cheese Pizza;1
04/01/2015;The Italian Capocollo Pizza;1
04/01/2015;The Italian Supreme Pizza;1
04/01/2015;The Mexicana Pizza;1
04/01/2015;The Spinach Pesto Pizza;1
04/01/2015;The Green Garden Pizza;1
04/01/2015;The Barbecue Chicken Pizza;1
04/01/2015;The Five Cheese Pizza;1
04/01/2015;The Hawaiian Pizza;1
04/01/2015;The Classic Deluxe Pizza;1
04/01/2015;The Spinach and Feta Pizza;1
04/01/2015;The Spicy Italian Pizza;1
04/01/2015;The Barbecue Chicken Pizza;1
04/01/2015;The Five Cheese Pizza;1
04/01/2015;The Pepper Salami Pizza;1
04/01/2015;The Spinach and Feta Pizza;1
04/01/2015;The Hawaiian Pizza;1
04/01/2015;The Italian Capocollo Pizza;1
04/01/2015;The Napolitana Pizza;1
04/01/2015;The Spicy Italian Pizza;1
04/01/2015;The Five Cheese Pizza;1
04/01/2015;The Prosciutto and Arugula Pizza;1
04/01/2015;The Greek Pizza;1
04/01/2015;The Four Cheese Pizza;1
04/01/2015;The Sicilian Pizza;1
04/01/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
04/01/2015;The Chicken Alfredo Pizza;1
04/01/2015;The Italian Supreme Pizza;1
04/01/2015;The Napolitana Pizza;1
04/01/2015;The Thai Chicken Pizza;1
04/01/2015;The Barbecue Chicken Pizza;1
04/01/2015;The Barbecue Chicken Pizza;1
04/01/2015;The Southwest Chicken Pizza;1
04/01/2015;The Classic Deluxe Pizza;1
04/01/2015;The Barbecue Chicken Pizza;1
04/01/2015;The Greek Pizza;1
04/01/2015;The Italian Vegetables Pizza;1
04/01/2015;The Italian Vegetables Pizza;1
04/01/2015;The Prosciutto and Arugula Pizza;1
04/01/2015;The Spinach Pesto Pizza;1
04/01/2015;The Thai Chicken Pizza;1
04/01/2015;The California Chicken Pizza;1
04/01/2015;The Napolitana Pizza;1
04/01/2015;The Prosciutto and Arugula Pizza;1
04/01/2015;The Barbecue Chicken Pizza;1
04/01/2015;The Spinach Supreme Pizza;1
04/01/2015;The Spinach and Feta Pizza;1
04/01/2015;The Chicken Alfredo Pizza;1
04/01/2015;The Italian Supreme Pizza;1
04/01/2015;The Napolitana Pizza;1
04/01/2015;The California Chicken Pizza;1
04/01/2015;The Classic Deluxe Pizza;1
04/01/2015;The Green Garden Pizza;1
04/01/2015;The Green Garden Pizza;1
04/01/2015;The Spinach Pesto Pizza;1
04/01/2015;The Italian Supreme Pizza;1
04/01/2015;The Thai Chicken Pizza;1
04/01/2015;The Four Cheese Pizza;1
04/01/2015;The Sicilian Pizza;1
04/01/2015;The Spinach Supreme Pizza;1
04/01/2015;The Calabrese Pizza;1
04/01/2015;The Thai Chicken Pizza;1
04/01/2015;The Vegetables + Vegetables Pizza;1
04/01/2015;The Classic Deluxe Pizza;1
04/01/2015;The Spinach Supreme Pizza;1
04/01/2015;The Italian Supreme Pizza;1
04/01/2015;The Spicy Italian Pizza;1
04/01/2015;The Barbecue Chicken Pizza;1
04/01/2015;The Chicken Pesto Pizza;1
04/01/2015;The Chicken Alfredo Pizza;1
04/01/2015;The Pepperoni Pizza;1
04/01/2015;The Hawaiian Pizza;1
04/01/2015;The Sicilian Pizza;1
04/01/2015;The Spinach Supreme Pizza;1
04/01/2015;The Hawaiian Pizza;1
04/01/2015;The Thai Chicken Pizza;1
04/01/2015;The Barbecue Chicken Pizza;1
04/01/2015;The Calabrese Pizza;1
04/01/2015;The Four Cheese Pizza;1
04/01/2015;The Mexicana Pizza;1
04/01/2015;The Prosciutto and Arugula Pizza;1
04/01/2015;The Brie Carre Pizza;1
04/01/2015;The Barbecue Chicken Pizza;1
04/01/2015;The Brie Carre Pizza;1
04/01/2015;The Five Cheese Pizza;1
05/01/2015;The Five Cheese Pizza;1
05/01/2015;The Green Garden Pizza;1
05/01/2015;The Hawaiian Pizza;1
05/01/2015;The Spinach and Feta Pizza;1
05/01/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
05/01/2015;The California Chicken Pizza;1
05/01/2015;The Chicken Alfredo Pizza;1
05/01/2015;The Classic Deluxe Pizza;1
05/01/2015;The Pepperoni Pizza;1
05/01/2015;The Five Cheese Pizza;1
05/01/2015;The Greek Pizza;1
05/01/2015;The Brie Carre Pizza;1
05/01/2015;The California Chicken Pizza;1
05/01/2015;The Spinach Pesto Pizza;1
05/01/2015;The Mexicana Pizza;1
05/01/2015;The Chicken Alfredo Pizza;1
05/01/2015;The Mexicana Pizza;1
05/01/2015;The Sicilian Pizza;1
05/01/2015;The Spicy Italian Pizza;1
05/01/2015;The Pepper Salami Pizza;1
05/01/2015;The Four Cheese Pizza;1
05/01/2015;The Mediterranean Pizza;1
05/01/2015;The Napolitana Pizza;1
05/01/2015;The Italian Supreme Pizza;1
05/01/2015;The Pepperoni Pizza;1
05/01/2015;The Chicken Alfredo Pizza;1
05/01/2015;The Southwest Chicken Pizza;1
05/01/2015;The Spinach Pesto Pizza;1
05/01/2015;The Thai Chicken Pizza;1
05/01/2015;The Big Meat Pizza;1
05/01/2015;The California Chicken Pizza;2
05/01/2015;The Chicken Alfredo Pizza;2
05/01/2015;The Chicken Pesto Pizza;2
05/01/2015;The Classic Deluxe Pizza;1
05/01/2015;The Italian Supreme Pizza;1
05/01/2015;The Sicilian Pizza;1
05/01/2015;The Soppressata Pizza;1
05/01/2015;The Southwest Chicken Pizza;1
05/01/2015;The Greek Pizza;1
05/01/2015;The Italian Supreme Pizza;1
05/01/2015;The Soppressata Pizza;1
05/01/2015;The Four Cheese Pizza;1
05/01/2015;The Thai Chicken Pizza;1
05/01/2015;The Classic Deluxe Pizza;1
05/01/2015;The Five Cheese Pizza;1
05/01/2015;The Pepperoni Pizza;1
05/01/2015;The Sicilian Pizza;1
05/01/2015;The Five Cheese Pizza;1
05/01/2015;The Spicy Italian Pizza;1
05/01/2015;The Four Cheese Pizza;1
05/01/2015;The Italian Vegetables Pizza;1
05/01/2015;The Southwest Chicken Pizza;1
05/01/2015;The California Chicken Pizza;1
